Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
14.41,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18646586798.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.42,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,19457241325.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.43,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,17835209486.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.44,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,17868576764.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.46,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18686842933.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.47,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,19484194691.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.48,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18691215612.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.49,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18710045324.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.5,0.8159347602299282,18.32304082598005,0.012823288595037785,33.349857330322266,2.9231832027435303,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181469.75,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18730783021.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.51,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18753548711.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.52,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,18778476501.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.53,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,19500050932.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.54,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,17938223726.5,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.55,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,17965944030.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.56,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.0568459760397672,1151.0,451.0,12219.0,1.0,18.00788116455078,2621.0,17988487054.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.57,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18013288575.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.59,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18786961565.5,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.6,0.8159347602299282,18.32304082598005,0.012823288595037785,34.20519256591797,2.971928119659424,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181002.0,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18064962007.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.61,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18064962007.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.62,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18091562146.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.63,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18119082867.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.64,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18147376969.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.65,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18831015067.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.67,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18851741232.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.68,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18874184339.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.69,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18898929337.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.7,0.8159347602299282,18.32304082598005,0.012823288595037785,33.35089874267578,3.010126829147339,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1181427.5,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,19580625058.666668,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.71,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,19597857988.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.72,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18925216098.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.73,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18948150663.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.74,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18972591136.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.75,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18999094879.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.76,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,18910169933.5,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.77,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,19631343076.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.78,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,19340058839.5,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
14.79,0.8159347602299282,18.32304082598005,0.012823288595037785,34.21858215332031,2.920697927474976,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,178.85777282714844,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,1180953.625,1191930456.044643,0.06401731446385381,230.0,24.0,7067.5,1.0,18.00788116455078,2621.0,19051907356.0,2361.0,4.0,76.0,76.0,69.0,63.0,69.0,77.0,90.0,456.0,2.0,47.7899432182312,1.1225872039794922,3196.0,72.0,3.7768707275390634
